date,district,rainfall_mm,temperature_c,outbreak_active,outbreak_type,outbreak_severity,campaign_active,campaign_type
2024-09-01,Vellore,1.4,34.1,False,none,0.0,True,tetanus_drive
2024-09-01,Krishnagiri,0.5,30.0,False,none,0.0,True,measles_drive
2024-09-01,Tiruvannamalai,1.6,27.3,False,none,0.0,True,measles_drive
2024-09-01,Salem,0.5,32.1,False,none,0.0,True,measles_drive
2024-09-01,Madurai,1.6,29.4,False,none,0.0,True,tetanus_drive
2024-09-01,Coimbatore,9.5,29.1,False,none,0.0,True,general_immunization
2024-09-01,Pune,131.0,29.0,False,none,0.0,True,general_immunization
2024-09-01,Nagpur,49.1,28.6,False,none,0.0,True,tetanus_drive
2024-09-01,Nashik,29.3,31.6,False,none,0.0,True,general_immunization
2024-09-01,Chhatrapati Sambhajinagar,13.1,27.9,False,none,0.0,True,tetanus_drive
2024-09-01,Thane,12.8,26.5,False,none,0.0,True,general_immunization
2024-09-01,Amravati,42.9,30.4,False,none,0.0,True,tetanus_drive
2024-09-01,Jaipur,0.4,24.0,False,none,0.0,True,measles_drive
2024-09-01,Jodhpur,0.0,24.1,False,none,0.0,True,general_immunization
2024-09-01,Bikaner,0.1,30.9,False,none,0.0,True,tetanus_drive
2024-09-01,Udaipur,0.0,29.2,False,none,0.0,True,tetanus_drive
2024-09-01,Kota,0.0,26.3,False,none,0.0,True,tetanus_drive
2024-09-01,Barmer,0.6,29.7,False,none,0.0,True,tetanus_drive
2024-09-01,Khordha,60.1,29.1,False,none,0.0,True,tetanus_drive
2024-09-01,Cuttack,63.1,26.3,False,none,0.0,True,general_immunization
2024-09-01,Puri,63.3,25.9,False,none,0.0,True,measles_drive
2024-09-01,Balasore,30.5,29.3,False,none,0.0,True,measles_drive
2024-09-01,Mayurbhanj,139.2,26.8,False,none,0.0,True,tetanus_drive
2024-09-01,Ganjam,60.5,28.7,False,none,0.0,True,tetanus_drive
2024-09-01,Kamrup,42.2,27.2,False,none,0.0,True,tetanus_drive
2024-09-01,Dibrugarh,45.9,20.8,False,none,0.0,True,tetanus_drive
2024-09-01,Cachar,45.9,24.0,False,none,0.0,True,measles_drive
2024-09-01,Jorhat,47.0,26.8,False,none,0.0,True,tetanus_drive
2024-09-01,Nagaon,55.2,29.2,False,none,0.0,True,general_immunization
2024-09-01,Sonitpur,210.1,26.0,False,none,0.0,True,measles_drive
2024-09-02,Vellore,5.2,32.9,False,none,0.0,True,measles_drive
2024-09-02,Krishnagiri,8.6,32.6,False,none,0.0,True,general_immunization
2024-09-02,Tiruvannamalai,1.6,28.5,False,none,0.0,True,general_immunization
2024-09-02,Salem,0.6,27.0,False,none,0.0,True,tetanus_drive
2024-09-02,Madurai,0.9,24.5,False,none,0.0,True,general_immunization
2024-09-02,Coimbatore,2.0,27.8,False,none,0.0,True,tetanus_drive
2024-09-02,Pune,103.9,32.8,False,none,0.0,True,tetanus_drive
2024-09-02,Nagpur,66.2,26.0,False,none,0.0,True,measles_drive
2024-09-02,Nashik,17.7,29.8,False,none,0.0,True,tetanus_drive
2024-09-02,Chhatrapati Sambhajinagar,32.1,31.5,False,none,0.0,True,tetanus_drive
2024-09-02,Thane,20.2,26.7,False,none,0.0,True,general_immunization
2024-09-02,Amravati,46.7,28.0,False,none,0.0,True,tetanus_drive
2024-09-02,Jaipur,0.1,29.8,False,none,0.0,True,general_immunization
2024-09-02,Jodhpur,0.0,27.3,False,none,0.0,True,general_immunization
2024-09-02,Bikaner,0.2,25.9,False,none,0.0,True,tetanus_drive
2024-09-02,Udaipur,0.0,25.1,False,none,0.0,True,tetanus_drive
2024-09-02,Kota,0.0,25.9,False,none,0.0,True,tetanus_drive
2024-09-02,Barmer,0.1,26.9,False,none,0.0,True,measles_drive
2024-09-02,Khordha,187.7,29.4,False,none,0.0,True,tetanus_drive
2024-09-02,Cuttack,1.8,29.2,False,none,0.0,True,measles_drive
2024-09-02,Puri,39.4,31.0,False,none,0.0,True,tetanus_drive
2024-09-02,Balasore,138.6,29.8,False,none,0.0,True,tetanus_drive
2024-09-02,Mayurbhanj,54.8,28.2,False,none,0.0,True,general_immunization
2024-09-02,Ganjam,67.1,28.0,False,none,0.0,True,measles_drive
2024-09-02,Kamrup,56.8,27.7,False,none,0.0,True,general_immunization
2024-09-02,Dibrugarh,72.2,26.9,False,none,0.0,True,measles_drive
2024-09-02,Cachar,156.7,25.7,False,none,0.0,True,general_immunization
2024-09-02,Jorhat,183.8,24.2,False,none,0.0,True,general_immunization
2024-09-02,Nagaon,42.4,27.7,False,none,0.0,True,tetanus_drive
2024-09-02,Sonitpur,62.5,27.9,False,none,0.0,True,tetanus_drive
2024-09-03,Vellore,0.0,30.1,False,none,0.0,True,tetanus_drive
2024-09-03,Krishnagiri,1.7,26.6,False,none,0.0,True,measles_drive
2024-09-03,Tiruvannamalai,0.2,28.9,False,none,0.0,True,measles_drive
2024-09-03,Salem,3.5,38.5,False,none,0.0,True,tetanus_drive
2024-09-03,Madurai,0.4,34.8,False,none,0.0,True,general_immunization
2024-09-03,Coimbatore,0.8,32.9,False,none,0.0,True,tetanus_drive
2024-09-03,Pune,51.6,31.3,False,none,0.0,True,tetanus_drive
2024-09-03,Nagpur,32.0,29.9,False,none,0.0,True,measles_drive
2024-09-03,Nashik,62.1,27.8,False,none,0.0,True,general_immunization
2024-09-03,Chhatrapati Sambhajinagar,18.8,29.1,False,none,0.0,True,general_immunization
2024-09-03,Thane,17.6,26.9,False,none,0.0,True,tetanus_drive
2024-09-03,Amravati,8.1,30.4,False,none,0.0,True,tetanus_drive
2024-09-03,Jaipur,0.2,26.1,False,none,0.0,True,tetanus_drive
2024-09-03,Jodhpur,0.0,25.4,False,none,0.0,True,general_immunization
2024-09-03,Bikaner,0.1,20.6,False,none,0.0,True,tetanus_drive
2024-09-03,Udaipur,0.8,28.0,False,none,0.0,True,tetanus_drive
2024-09-03,Kota,0.1,31.3,False,none,0.0,True,measles_drive
2024-09-03,Barmer,0.0,31.6,False,none,0.0,True,general_immunization
2024-09-03,Khordha,80.2,29.8,False,none,0.0,True,tetanus_drive
2024-09-03,Cuttack,181.5,22.5,False,none,0.0,True,measles_drive
2024-09-03,Puri,46.4,29.8,False,none,0.0,True,general_immunization
2024-09-03,Balasore,113.0,30.0,False,none,0.0,True,measles_drive
2024-09-03,Mayurbhanj,49.9,31.4,False,none,0.0,True,measles_drive
2024-09-03,Ganjam,44.0,27.8,False,none,0.0,True,tetanus_drive
2024-09-03,Kamrup,59.7,26.0,False,none,0.0,True,measles_drive
2024-09-03,Dibrugarh,71.3,21.6,False,none,0.0,True,general_immunization
2024-09-03,Cachar,141.0,24.3,False,none,0.0,True,general_immunization
2024-09-03,Jorhat,110.9,22.5,False,none,0.0,True,measles_drive
2024-09-03,Nagaon,113.9,24.2,False,none,0.0,True,measles_drive
2024-09-03,Sonitpur,150.1,22.8,False,none,0.0,True,tetanus_drive
2024-09-04,Vellore,1.3,28.5,False,none,0.0,True,general_immunization
2024-09-04,Krishnagiri,1.8,31.4,False,none,0.0,True,tetanus_drive
2024-09-04,Tiruvannamalai,9.2,31.7,False,none,0.0,True,measles_drive
2024-09-04,Salem,4.0,31.5,False,none,0.0,True,tetanus_drive
2024-09-04,Madurai,1.7,34.8,False,none,0.0,True,general_immunization
2024-09-04,Coimbatore,1.0,31.3,False,none,0.0,True,tetanus_drive
2024-09-04,Pune,26.0,27.0,False,none,0.0,True,tetanus_drive
2024-09-04,Nagpur,21.5,32.6,False,none,0.0,True,measles_drive
2024-09-04,Nashik,86.1,32.4,False,none,0.0,True,general_immunization
2024-09-04,Chhatrapati Sambhajinagar,59.0,28.1,False,none,0.0,True,measles_drive
2024-09-04,Thane,125.4,26.8,False,none,0.0,True,general_immunization
2024-09-04,Amravati,25.3,29.2,False,none,0.0,True,measles_drive
2024-09-04,Jaipur,1.1,32.7,False,none,0.0,True,measles_drive
2024-09-04,Jodhpur,0.5,27.6,False,none,0.0,True,measles_drive
2024-09-04,Bikaner,0.0,28.0,False,none,0.0,True,tetanus_drive
2024-09-04,Udaipur,0.0,25.5,False,none,0.0,True,measles_drive
2024-09-04,Kota,0.0,27.3,False,none,0.0,True,general_immunization
2024-09-04,Barmer,0.0,26.0,False,none,0.0,True,general_immunization
2024-09-04,Khordha,110.9,24.2,False,none,0.0,True,general_immunization
2024-09-04,Cuttack,35.0,27.0,False,none,0.0,True,measles_drive
2024-09-04,Puri,148.5,28.1,False,none,0.0,True,measles_drive
2024-09-04,Balasore,103.0,32.4,False,none,0.0,True,tetanus_drive
2024-09-04,Mayurbhanj,53.3,25.0,False,none,0.0,True,tetanus_drive
2024-09-04,Ganjam,91.7,27.4,False,none,0.0,True,tetanus_drive
2024-09-04,Kamrup,73.5,26.7,False,none,0.0,True,tetanus_drive
2024-09-04,Dibrugarh,92.6,23.5,False,none,0.0,True,general_immunization
2024-09-04,Cachar,145.5,26.3,False,none,0.0,True,general_immunization
2024-09-04,Jorhat,114.5,26.1,False,none,0.0,True,general_immunization
2024-09-04,Nagaon,80.8,26.1,False,none,0.0,True,measles_drive
2024-09-04,Sonitpur,111.7,27.5,False,none,0.0,True,tetanus_drive
2024-09-05,Vellore,4.6,31.2,False,none,0.0,True,general_immunization
2024-09-05,Krishnagiri,0.1,30.4,False,none,0.0,True,tetanus_drive
2024-09-05,Tiruvannamalai,1.9,30.9,False,none,0.0,True,tetanus_drive
2024-09-05,Salem,4.1,34.1,False,none,0.0,True,measles_drive
2024-09-05,Madurai,1.5,29.0,False,none,0.0,True,measles_drive
2024-09-05,Coimbatore,4.9,29.7,False,none,0.0,True,tetanus_drive
2024-09-05,Pune,32.1,31.2,False,none,0.0,True,measles_drive
2024-09-05,Nagpur,50.0,27.1,False,none,0.0,True,general_immunization
2024-09-05,Nashik,36.5,28.9,False,none,0.0,True,general_immunization
2024-09-05,Chhatrapati Sambhajinagar,97.5,26.5,False,none,0.0,True,tetanus_drive
2024-09-05,Thane,54.4,27.6,False,none,0.0,True,measles_drive
2024-09-05,Amravati,89.1,28.6,False,none,0.0,True,general_immunization
2024-09-05,Jaipur,0.0,29.2,False,none,0.0,True,general_immunization
2024-09-05,Jodhpur,0.0,33.7,False,none,0.0,True,measles_drive
2024-09-05,Bikaner,1.8,25.6,False,none,0.0,True,general_immunization
2024-09-05,Udaipur,0.0,27.4,False,none,0.0,True,measles_drive
2024-09-05,Kota,0.0,27.2,False,none,0.0,True,tetanus_drive
2024-09-05,Barmer,0.0,33.3,False,none,0.0,True,tetanus_drive
2024-09-05,Khordha,89.1,30.3,False,none,0.0,True,tetanus_drive
2024-09-05,Cuttack,57.3,29.0,False,none,0.0,True,tetanus_drive
2024-09-05,Puri,85.6,26.3,False,none,0.0,True,measles_drive
2024-09-05,Balasore,19.4,27.6,False,none,0.0,True,tetanus_drive
2024-09-05,Mayurbhanj,84.7,25.9,False,none,0.0,True,general_immunization
2024-09-05,Ganjam,62.8,27.4,False,none,0.0,True,measles_drive
2024-09-05,Kamrup,48.2,23.3,False,none,0.0,True,general_immunization
2024-09-05,Dibrugarh,60.8,25.0,False,none,0.0,True,measles_drive
2024-09-05,Cachar,101.4,24.6,False,none,0.0,True,tetanus_drive
2024-09-05,Jorhat,31.9,23.8,False,none,0.0,True,tetanus_drive
2024-09-05,Nagaon,61.6,24.7,False,none,0.0,True,tetanus_drive
2024-09-05,Sonitpur,70.4,25.3,False,none,0.0,True,general_immunization
2024-09-06,Vellore,8.1,33.2,False,none,0.0,False,none
2024-09-06,Krishnagiri,5.0,31.8,False,none,0.0,False,none
2024-09-06,Tiruvannamalai,8.7,34.5,False,none,0.0,False,none
2024-09-06,Salem,1.8,28.5,False,none,0.0,False,none
2024-09-06,Madurai,8.1,36.1,False,none,0.0,False,none
2024-09-06,Coimbatore,0.2,35.0,False,none,0.0,False,none
2024-09-06,Pune,43.0,30.8,False,none,0.0,False,none
2024-09-06,Nagpur,47.2,28.1,False,none,0.0,False,none
2024-09-06,Nashik,27.7,29.7,False,none,0.0,False,none
2024-09-06,Chhatrapati Sambhajinagar,8.8,29.0,False,none,0.0,False,none
2024-09-06,Thane,24.4,29.8,False,none,0.0,False,none
2024-09-06,Amravati,35.7,31.0,False,none,0.0,False,none
2024-09-06,Jaipur,0.0,26.3,False,none,0.0,False,none
2024-09-06,Jodhpur,0.0,26.7,False,none,0.0,False,none
2024-09-06,Bikaner,0.2,29.5,False,none,0.0,False,none
2024-09-06,Udaipur,0.0,33.3,False,none,0.0,False,none
2024-09-06,Kota,0.0,26.9,False,none,0.0,False,none
2024-09-06,Barmer,0.2,29.8,False,none,0.0,False,none
2024-09-06,Khordha,62.8,25.7,False,none,0.0,False,none
2024-09-06,Cuttack,55.5,29.3,False,none,0.0,False,none
2024-09-06,Puri,49.6,31.5,False,none,0.0,False,none
2024-09-06,Balasore,40.4,27.4,False,none,0.0,False,none
2024-09-06,Mayurbhanj,46.7,28.7,False,none,0.0,False,none
2024-09-06,Ganjam,32.3,31.5,False,none,0.0,False,none
2024-09-06,Kamrup,171.9,25.4,False,none,0.0,False,none
2024-09-06,Dibrugarh,83.8,24.6,False,none,0.0,False,none
2024-09-06,Cachar,57.6,29.7,False,none,0.0,False,none
2024-09-06,Jorhat,101.5,23.6,False,none,0.0,False,none
2024-09-06,Nagaon,158.4,24.7,False,none,0.0,False,none
2024-09-06,Sonitpur,89.7,26.8,False,none,0.0,False,none
2024-09-07,Vellore,3.8,29.7,False,none,0.0,False,none
2024-09-07,Krishnagiri,0.3,31.2,False,none,0.0,False,none
2024-09-07,Tiruvannamalai,2.8,31.8,False,none,0.0,False,none
2024-09-07,Salem,5.1,26.6,False,none,0.0,False,none
2024-09-07,Madurai,2.2,28.8,False,none,0.0,False,none
2024-09-07,Coimbatore,2.4,35.9,False,none,0.0,False,none
2024-09-07,Pune,90.5,27.7,False,none,0.0,False,none
2024-09-07,Nagpur,31.7,28.6,False,none,0.0,False,none
2024-09-07,Nashik,82.8,27.3,False,none,0.0,False,none
2024-09-07,Chhatrapati Sambhajinagar,28.8,27.2,False,none,0.0,False,none
2024-09-07,Thane,21.2,32.2,False,none,0.0,False,none
2024-09-07,Amravati,22.3,25.9,False,none,0.0,False,none
2024-09-07,Jaipur,0.3,27.4,False,none,0.0,False,none
2024-09-07,Jodhpur,0.1,28.0,False,none,0.0,False,none
2024-09-07,Bikaner,0.1,26.3,False,none,0.0,False,none
2024-09-07,Udaipur,0.0,24.6,False,none,0.0,False,none
2024-09-07,Kota,0.0,29.1,False,none,0.0,False,none
2024-09-07,Barmer,0.2,32.5,False,none,0.0,False,none
2024-09-07,Khordha,48.1,30.3,False,none,0.0,False,none
2024-09-07,Cuttack,29.0,28.1,False,none,0.0,False,none
2024-09-07,Puri,16.8,31.9,False,none,0.0,False,none
2024-09-07,Balasore,68.7,30.4,False,none,0.0,False,none
2024-09-07,Mayurbhanj,78.5,31.0,False,none,0.0,False,none
2024-09-07,Ganjam,51.9,28.2,False,none,0.0,False,none
2024-09-07,Kamrup,103.3,25.9,False,none,0.0,False,none
2024-09-07,Dibrugarh,212.9,22.9,False,none,0.0,False,none
2024-09-07,Cachar,73.1,32.1,False,none,0.0,False,none
2024-09-07,Jorhat,115.2,26.3,False,none,0.0,False,none
2024-09-07,Nagaon,166.9,27.1,False,none,0.0,False,none
2024-09-07,Sonitpur,47.8,24.7,False,none,0.0,False,none
2024-09-08,Vellore,0.0,31.7,False,none,0.0,False,none
2024-09-08,Krishnagiri,1.1,25.3,False,none,0.0,False,none
2024-09-08,Tiruvannamalai,2.3,32.9,False,none,0.0,False,none
2024-09-08,Salem,6.3,29.4,False,none,0.0,False,none
2024-09-08,Madurai,1.9,31.0,False,none,0.0,False,none
2024-09-08,Coimbatore,2.4,32.0,False,none,0.0,False,none
2024-09-08,Pune,23.0,26.0,False,none,0.0,False,none
2024-09-08,Nagpur,2.4,25.3,False,none,0.0,False,none
2024-09-08,Nashik,75.6,26.1,False,none,0.0,False,none
2024-09-08,Chhatrapati Sambhajinagar,30.5,29.1,False,none,0.0,False,none
2024-09-08,Thane,13.5,25.1,False,none,0.0,False,none
2024-09-08,Amravati,43.5,27.2,False,none,0.0,False,none
2024-09-08,Jaipur,0.0,27.9,False,none,0.0,False,none
2024-09-08,Jodhpur,0.1,32.6,False,none,0.0,False,none
2024-09-08,Bikaner,1.0,35.9,False,none,0.0,False,none
2024-09-08,Udaipur,0.1,29.5,False,none,0.0,False,none
2024-09-08,Kota,0.0,25.5,False,none,0.0,False,none
2024-09-08,Barmer,0.2,23.6,False,none,0.0,False,none
2024-09-08,Khordha,32.8,27.0,False,none,0.0,False,none
2024-09-08,Cuttack,84.5,27.5,False,none,0.0,False,none
2024-09-08,Puri,26.5,26.7,False,none,0.0,False,none
2024-09-08,Balasore,115.4,34.1,False,none,0.0,False,none
2024-09-08,Mayurbhanj,37.4,29.8,False,none,0.0,False,none
2024-09-08,Ganjam,53.4,31.3,False,none,0.0,False,none
2024-09-08,Kamrup,74.7,28.1,False,none,0.0,False,none
2024-09-08,Dibrugarh,46.2,25.3,False,none,0.0,False,none
2024-09-08,Cachar,193.9,25.6,False,none,0.0,False,none
2024-09-08,Jorhat,135.8,29.3,False,none,0.0,False,none
2024-09-08,Nagaon,72.7,24.8,False,none,0.0,False,none
2024-09-08,Sonitpur,119.8,24.8,False,none,0.0,False,none
2024-09-09,Vellore,2.9,28.4,False,none,0.0,False,none
2024-09-09,Krishnagiri,4.9,30.6,False,none,0.0,False,none
2024-09-09,Tiruvannamalai,0.0,32.0,False,none,0.0,False,none
2024-09-09,Salem,0.6,29.3,False,none,0.0,False,none
2024-09-09,Madurai,2.1,28.1,False,none,0.0,False,none
2024-09-09,Coimbatore,0.1,27.4,False,none,0.0,False,none
2024-09-09,Pune,30.9,27.3,False,none,0.0,False,none
2024-09-09,Nagpur,1.7,33.3,False,none,0.0,False,none
2024-09-09,Nashik,45.9,28.0,False,none,0.0,False,none
2024-09-09,Chhatrapati Sambhajinagar,62.0,29.1,False,none,0.0,False,none
2024-09-09,Thane,25.4,28.9,False,none,0.0,False,none
2024-09-09,Amravati,18.1,29.1,False,none,0.0,False,none
2024-09-09,Jaipur,0.1,25.5,False,none,0.0,False,none
2024-09-09,Jodhpur,0.0,19.4,False,none,0.0,False,none
2024-09-09,Bikaner,0.0,29.1,False,none,0.0,False,none
2024-09-09,Udaipur,1.2,26.8,False,none,0.0,False,none
2024-09-09,Kota,0.7,24.5,False,none,0.0,False,none
2024-09-09,Barmer,5.0,30.3,False,none,0.0,False,none
2024-09-09,Khordha,50.0,33.9,False,none,0.0,False,none
2024-09-09,Cuttack,36.6,29.2,False,none,0.0,False,none
2024-09-09,Puri,48.9,25.9,False,none,0.0,False,none
2024-09-09,Balasore,27.4,27.2,False,none,0.0,False,none
2024-09-09,Mayurbhanj,52.9,28.9,False,none,0.0,False,none
2024-09-09,Ganjam,46.6,30.9,False,none,0.0,False,none
2024-09-09,Kamrup,165.7,29.4,False,none,0.0,False,none
2024-09-09,Dibrugarh,90.2,26.2,False,none,0.0,False,none
2024-09-09,Cachar,208.8,27.8,False,none,0.0,False,none
2024-09-09,Jorhat,34.9,28.1,False,none,0.0,False,none
2024-09-09,Nagaon,87.3,25.2,False,none,0.0,False,none
2024-09-09,Sonitpur,66.0,27.4,False,none,0.0,False,none
2024-09-10,Vellore,0.2,32.2,False,none,0.0,False,none
2024-09-10,Krishnagiri,0.7,30.9,False,none,0.0,False,none
2024-09-10,Tiruvannamalai,0.5,25.7,False,none,0.0,False,none
2024-09-10,Salem,0.4,29.1,False,none,0.0,False,none
2024-09-10,Madurai,1.3,26.9,False,none,0.0,False,none
2024-09-10,Coimbatore,4.7,27.3,False,none,0.0,False,none
2024-09-10,Pune,43.4,24.3,False,none,0.0,False,none
2024-09-10,Nagpur,27.9,22.5,False,none,0.0,False,none
2024-09-10,Nashik,41.9,27.8,False,none,0.0,False,none
2024-09-10,Chhatrapati Sambhajinagar,41.3,31.8,False,none,0.0,False,none
